customer_id,customer_key,first_name,last_name,dob,email,phone,city,state,customer_segment,join_date,credit_score
500093,CUST500093,Kelly,Carey,"Jan 28, 1965",kelly.carey@yahoo.com,853.271.5354x29106,Atlanta,CA,Small Business,09/08/2020,738
500017,CUST500017,Christopher,Brown,1985-11-04,christopher.brown@gmail.com,701-841-9314x170,pHILADELPHIA,CO,Private Banking,20190902,614
500696,CUST500696,Alejandra,Brewer,"Nov 20, 1994",alejandra.brewer@gmail.com,748.496.2317x234,Seattle,OH,Private Banking,20150908,772
500365,CUST500365,Nathaniel,Gutierrez,20001005,nathaniel.gutierrez@hotmail.com,267.349.3282,Chicago,NJ,Small Business,2017-11-12,646
500090,CUST500090,Robert,Wilcox,1970-02-24,robert.wilcox@yahoo.com,927.637.2890x257,Phoenix,TX,Private Banking,03/29/2021,68
500557,CUST500557,Christian,Paul,22/07/1968,christian.paul@hotmail.com,647-945-5986,Los Angeles,WA,Retail,2016-02-02,2
500091,CUST500091,Mary,Brooks,06-03-1966,UNKNOWN,(950)909-0518,Charlotte,IL,Retail,18/01/2026,334
500547,CUST500547,Kimberly,Hernandez,"Sep 07, 1941",kimberly.hernandez@hotmail.com,562.395.3425x76791,Atlanta,UNKNOWN,Small Business,2020-11-01,809
500105,CUST500105,Bradley,OSBORN,28/11/1962,bradley.osborn@hotmail.com,212.559.0548x901,new york,NC,Small Business,"Nov 13, 2015",805
500555,CUST500555,Tiffany,Turner,08/24/1969,tiffany.turner@gmail.com,UNKNOWN,Philadelphia,WA,Small Business,13/11/2025,458
500427,CUST500427,Chelsea,HERNANDEZ,"Jul 28, 1959",chelsea.hernandez@gmail.com,+1-611-326-4502,Phoenix,FL,Private Banking,24/11/2024,562
500321,CUST500321,Rodney,Parker,28/12/1972,-,+1-422-246-5186x29071,New York,n/a,Retail,06/10/2025,789
500585,CUST500585,LISA,West,null,lisa.west@hotmail.com,+1-313-499-0152x630,Chicago,MA,Retail,15-10-2024,129
500011,cust500011,Amanda,Mills,"Dec 19, 1936",amanda.mills@gmail.com,UNKNOWN,Los Angeles,CO,Private Banking,"Nov 06, 2019",568
500084,CUST500084,Jennifer,Hunt,04/09/1982,jennifer.hunt@hotmail.com,867-232-6819x50446,Charlotte,FL,Private Banking,06/24/2024,681
500222,CUST500222,Sarah,English,19840330,sarah.english@hotmail.com,374-845-4680x77500,Chicago,CA,Private Banking,05/07/2015,680
500178,CUST500178,David,Daniels,07/25/1950,david.daniels@yahoo.com,+1-752-822-8053x773,Houston,PA,Retail,13/11/2023,359
500218,CUST500218,   Laura   ,Vega,07/05/2004,laura.vega@yahoo.com,235-396-4047,Phoenix,TX,Private Banking,"Jun 10, 2024",442
500056,CUST500056,Christine,Mendez,"Dec 02, 1949",christine.mendez@hotmail.com,null,HOUSTON,WA,Private Banking,2020-03-28,392
500437,cust500437,Paul,Walton,26/08/2004,paul.walton@yahoo.com,001-354-222-0917x853,miami,FL,Small Business,2025-02-19,781
500592,CUST500592,Gary,Davidson,11-12-1957,gary.davidson@yahoo.com,(579)287-0479x43880,Philadelphia,UNKNOWN,-,2025-10-08,606
500368,CUST500368,FELICIA,Jones,"May 15, 1976",felicia.jones@yahoo.com,477-554-9528x221,Boston,AZ,Private Banking,"Aug 28, 2016",45
500380,CUST500380,Kevin,Orr,1938-11-24,kevin.orr@hotmail.com,8255030243,Miami,AZ,Private Banking,19-01-2018,249
500161,CUST500161,Angela,Perez,30/05/1977,angela.perez@hotmail.com,001-391-361-7288,Columbus,OH,Private Banking,"Dec 13, 2015",812
500191,CUST500191,John,Jackson,08-08-1995,john.jackson@hotmail.com,+1-705-665-6162x4615,Seattle,CO,Retail,02/02/2020,475
500559,CUST500559,Tiffany,Curtis,01-08-1983,tiffany.curtis@hotmail.com,610-481-6702x2038,Phoenix,NY,Private Banking,05/27/2016,799
500177,CUST500177,Anita,Ward,04/08/1974,anita.ward@yahoo.com,2874152361,Charlotte,WA,Private Banking,13/11/2017,576
500632,CUST500632,Jason,Oconnor,06/19/1980,jason.oconnor@hotmail.com,001-983-956-1385x73832,Houston,PA,Small Business,02/11/2019,386
500511,CUST500511,Eric,York,05/12/1973,eric.york@yahoo.com,352.943.7839x11809,Miami,GA,-,07/02/2015,510
500609,CUST500609,Erin,Cooper,13-06-1948,erin.cooper@yahoo.com,677.803.0674x8880,Columbus,PA,Private Banking,08/02/2022,116
500400,CUST500400,Michael,Blair,1977-10-08,michael.blair@hotmail.com,715-692-1448x6474,Los Angeles,CA,Retail,08/30/2016,121
500390,CUST500390,Sean,Mcdonald,13-03-2002,sean.mcdonald@hotmail.com,799.522.4806x0487,Phoenix,FL,Retail,05/25/2025,732
500151,CUST500151,crystal,Wilson,N/A,crystal.wilson@hotmail.com,+1-629-676-3140x57300,Los Angeles,MA,Private Banking,2025-10-26,569
500242,CUST500242,Cynthia,Harmon,25-05-1938,cynthia.harmon@gmail.com,8076063308,Columbus,-,Small Business,21/09/2015,227
500100,CUST500100,Susan,Conley,1980-01-21,susan.conley@hotmail.com,NULL,Atlanta,OH,  Retaail   ,2018-05-16,483
500200,CUST500200,Angela,dixon,04/12/1966,angela.dixon@yahoo.com,566.784.4320,Columbus,TX,Small  Business,03/19/2015,-
500398,CUST500398,Barbara,Goodwin,19780813,barbara.goodwin@hotmail.com,001-257-636-8937x07357,Los Angeles,OH,null,20221108,314
500389,CUST500389,Wayne,   Mack   ,"Jan 12, 1947",wayne.mack@gmail.com,665.761.8162x4682,Newark,NJ,Retail,"Oct 03, 2019",797
500173,CUST500173,James,Morrison,1998-09-06,james.morrison@gmail.com,402.290.1195,Chicago,TX,Small Business,04/29/2022,785
500652,CUST500652,Casey,Johnson,1975-06-05,casey.johnson@gmail.com,387.649.0649,Los Angeles,NC,Small Business,21-08-2015,602
500117,CUST500117,   Tanya   ,Jones,"Aug 23, 1961",tanya.jones@yahoo.com,001-569-304-1778x08820,Philadelphia,WA,Private Banking,2017-07-09,777
500662,CUST500662,Patrick,Romero,1959-01-26,patrick.romero@yahoo.com,587.388.6144x85234,Columbus,AZ,Small Business,"Oct 15, 2018",353
500680,CUST500680,Elizabeth,Mayo,07/18/1967,elizabeth.mayo@gmail.com,698.660.4342,New York,OH,Small Business,"Sep 27, 2019",313
500497,CUST500497,Michael,Salazar,04/20/2000,michael.salazar@gmail.com,932.872.9411,DETROIT,GA,unknown,"Aug 02, 2023",373
500474,CUST500474,Susan,Jones,"May 31, 1948",susan.jones@gmail.com,515-838-9029,PHOENIX,IL,Small Business,10-06-2021,778
500053,CUST500053,Denise,Sanders,05/26/1955,denise.sanders@hotmail.com,560-249-5660x5366,Boston,PA,Private Banking,2026-05-18,73
500070,CUST500070,Rebecca,Skinner,19500528,-,265.293.6877,Denver,IL,Private Banking,"Jul 01, 2016",659
500392,CUST500392,Casey,Stone,03/07/1978,casey.stone@yahoo.com,+1-959-962-3988x65465,Los Angeles,WA,Private Banking,07-12-2019,701
500302,CUST500302,Fernando,White,30/01/1980,fernando.white@gmail.com,(416)456-6473x702,Columbus,OH,Small Business,13/08/2022,763
500059,cust500059,Ryan,Davis,11/13/1967,ryan.davis@gmail.com,4212581086,Los Angeles,CA,Small Business,06-09-2020,422
500174,CUST500174,Jacob,hERRERA,19990706,jacob.herrera@gmail.com,255.807.6952,New York,CO,Small Business,20220324,471
500189,CUST500189,Jimmy,Soto,12-11-1989,jimmy.soto@hotmail.com,668-649-5183,Chicago,NY,Retail,12-02-2019,473
500246,CUST500246,Joshua,Parker,19570311,joshua.parker@hotmail.com,530-311-0193x86769,cHARLOTTE,WA,Retail,06/28/2020,12
500645,CUST500645,Jennifer,Mcintyre,03/04/1961,jennifer.mcintyre@gmail.com,429-736-7956x574,New York,FL,Small Business,,687
500050,CUST500050,Vicki,Garcia,04/06/1970,vicki.garcia@yahoo.com,(404)931-0399x315,Newark,N/A,unknown,12/05/2024,459
500310,CUST500310,Summer,Brewer,19901204,summer.brewer@hotmail.com,652-323-7344x032,Miami,NY,Small Business,20220416,643
500329,CUST500329,David,Fuller,19680225,david.fuller@yahoo.com,688.968.4460,New York,FL,Private Banking,26/01/2019,781
500692,CUST500692,Jeffrey,Smith,19530805,jeffrey.smith@hotmail.com,(964)605-9252,Los Angeles,WA,Retail,14/10/2019,446
500336,CUST500336,Larry,Butler,19620212,larry.butler@gmail.com,963-963-5936x08844,Seattle,GA,Retail,05/09/2025,503
500360,CUST500360,Brenda,Pearson,08-10-1954,brenda.pearson@gmail.com,569.345.2982x624,Newark,MI,Private Banking,20250813,UNKNOWN
500569,CUST500569,James,Moran,19781026,james.moran@hotmail.com,(473)816-4655,   Detroit   ,CO,Retail,20200317,468
500323,CUST500323,Jacqueline,Stanley,19421222,jacqueline.stanley@hotmail.com,+1-345-353-4530x66612,Detroit,MA,Small Business,20190619,
500325,CUST500325,Samuel,Keller,09/06/1937,samuel.keller@hotmail.com,7114530394,Chicago,OH,Small Business,"Oct 21, 2016",733
500313,CUST500313,Noah,Rodriguez,UNKNOWN,noah.rodriguez@yahoo.com,,Phoenix,NJ,Private Banking,2020-07-18,824
500109,CUST500109,Erica,Evans,10/12/1978,erica.evans@gmail.com,255.946.1576x2732,Charlotte,WA,Small Business,20-08-2023,336
500143,CUST500143,amanda,Powell,19721105,amanda.powell@gmail.com,+1-581-784-6092x40612,Houston,CA,Private Banking,06/02/2016,625
500102,CUST500102,Haley,Morris,03/03/1955,haley.morris@gmail.com,829-524-8758x1887,Boston,AZ,Small Business,"Jun 23, 2016",UNKNOWN
500253,CUST500253,Marcus,Harris,19631205,marcus.harris@gmail.com,UNKNOWN,Houston,MI,Small Business,14-12-2023,648
500703,CUST500703,Pamela,Beck,02/02/1961,pamela.beck@hotmail.com,(903)740-2284x24452,Chicago,CO,Retail,17-06-2015,337
500359,CUST500359,Dana,Singh,12/12/2000,dana.singh@yahoo.com,677-361-6363x5766,Denver,CO,Small  Business,2016-01-03,457
500570,cust500570,Henry,Peterson,19580328,henry.peterson@gmail.com,3474405057,Columbus,PA,Small Business,11/11/2023,404
500254,CUST500254,Donna,White,1946-02-02,donna.white@gmail.com,(741)499-3014x0425,Phoenix,MI,Small Business,"Oct 05, 2015",469
500337,CUST500337,Taylor,Smith,1984-01-12,taylor.smith@hotmail.com,+1-929-578-6214x714,Newark,CO,  Private Banking   ,09-02-2020,445
500363,CUST500363,Mary,Williams,10/13/1989,mary.williams@hotmail.com,(449)801-1619x39474,Charlotte,IL,Small Business,10/07/2015,752
500195,CUST500195,Bobby,Mullins,26-05-2006,bobby.mullins@hotmail.com,753-369-2939x513,Newark,TX,Retail,27-09-2019,396
500303,CUST500303,Patricia,Leon,19810421,patricia.leon@yahoo.com,490.278.9077x09568,Philadelphia,IL,Retail,30/05/2022,400
500383,CUST500383,Dennis,Torres,"Oct 04, 1986",dennis.torres@gmail.com,382.471.3243x004,Phoenix,TX,Retail,NULL,389
500738,CUST500738,Julie,Knight,19750126,julie.knight@gmail.com,+1-643-413-1853x440,Columbus,TX,Private Banking,12/08/2020,479
500624,CUST500624,  Shelly   ,Mitchell,18-04-1967,shelly.mitchell@gmail.com,463-944-8657x3554,Denver,GA,Small Business,20250413,387
500033,CUST500033,   DIANA   ,Turner,"Apr 15, 1976",diana.turner@gmail.com,+1-521-538-7837x5762,Charlotte,MA,Retail,"Apr 21, 2019",306
500499,CUST500499,Caleb,Stephenson,"Dec 17, 1952",caleb.stephenson@yahoo.com,(760)823-5494,New York,CO,Private Banking,20190125,n/a
500659,CUST500659,Christopher,Hill,"Mar 25, 1987",christopher.hill@yahoo.com,546.320.1368,Phoenix,CO,small business,"Oct 16, 2023",240
500297,CUST500297,Angela,Bates,1989-04-06,angela.bates@gmail.com,+1-656-359-9352x8862,Denver,IL,Private Banking,2025-11-30,396
500190,CUST500190,Regina,Kennedy,"Apr 11, 1988",regina.kennedy@yahoo.com,001-432-718-5838,Seattle,GA,Retail,27-10-2020,527
500169,CUST500169,Robyn,Orr,22/07/1942,robyn.orr@yahoo.com,+1-791-854-3214x5583,Philadelphia,UNKNOWN,Retail,"Dec 23, 2016",828
500260,CUST500260,Dustin,Lara,18-08-2004,dustin.lara@yahoo.com,+1-623-709-7173x04723,Detroit,AZ,small business,20230605,750
500186,CUST500186,Ricky,Hawkins,19620127,ricky.hawkins@hotmail.com,8787485646,Phoenix,IL,Small Business,09/24/2014,455
500595,CUST500595,Michael,Jackson,11/27/1968,null,+1-515-503-6128,Los Angeles,FL,Small Business,2016-04-13,585
500583,CUST500583,Alice,   Riley   ,05/17/1949,alice.riley@yahoo.com,001-374-374-4903x7518,Los Angeles,GA,Private Banking,20220301,686
500455,CUST500455,Patrick,Harris,13-10-1935,patrick.harris@gmail.com,526-345-5520x84970,Houston,NJ,Private Banking,"Sep 13, 2017",739
500280,CUST500280,Samuel,  Miller   ,05/09/1964,samuel.miller@hotmail.com,8044281152,Philadelphia,TX,Small Business,"Sep 22, 2015",751
500273,CUST500273,Jacob,Hickman,"Jul 05, 1976",jacob.hickman@gmail.com,001-466-540-3417x119,Los Angeles,NY,Small Business,20/03/2015,738
500220,CUST500220,Donna,Roman,19440531,donna.roman@gmail.com,(926)745-2523x5964,Boston,CO,Retail,28-09-2022,605
500708,CUST500708,Julia,Chandler,"Dec 09, 1976",julia.chandler@hotmail.com,337-374-0399x60121,Columbus,MI,Small Business,20250622,510
500535,CUST500535,John,Williams,11/09/1975,john.williams@gmail.com,(801)642-1221,NEW YORK,MI,Retail,20150728,581
500507,CUST500507,Tiffany,Allen,15-10-1979,tiffany.allen@gmail.com,209-731-2569,Miami,PA,N/A,12/02/2020,528
500481,CUST500481,Peter,Brooks,19630601,peter.brooks@hotmail.com,400.567.8092x05118,Seattle,NJ,Small Businesss,20151026,610
500740,CUST500740,Christopher,Johnson,19990213,christopher.johnson@hotmail.com,573-222-1318,Newark,-,Retail,20211008,
500381,CUST500381,Julie,Robbins,09/02/2007,julie.robbins@hotmail.com,001-921-437-8652,Columbus,MA,Private Banking,"Oct 10, 2023",746
500138,CUST500138,Brian,Zamora,19780220,brian.zamora@yahoo.com,7932330292,Newark,OH,Small Business,-,741
500074,CUST500074,Jose,   Bell   ,03-07-2003,jose.bell@yahoo.com,298-574-9060x68157,Newark,FL,Small Business,03/07/2015,389
500304,CUST500304,Robin,Castro,01/01/1946,robin.castro@yahoo.com,(808)880-5639,Philadelphia,NC,Retail,08-09-2016,710
500041,CUST500041,bRIAN,Johnson,14/02/1979,brian.johnson@hotmail.com,5264751125,New York,MA,Small Business,21/07/2019,534
500560,CUST500560,Jeremy,Fox,12-11-1935,jeremy.fox@hotmail.com,368-485-8326,Atlanta,-,Retail,"Jan 13, 2015",679
500188,CUST500188,Christopher,Oliver,19380122,christopher.oliver@yahoo.com,001-785-878-5790x778,Boston,FL,Retail,20230220,779
500403,CUST500403,  Rhonda   ,Sanchez,"Jun 09, 1954",rhonda.sanchez@gmail.com,730.938.3287,Houston,NY,Private Banking,27-10-2022,504
500514,CUST500514,James,Baker,19860622,james.baker@yahoo.com,387-425-7178,Detroit,FL,Retail,19/02/2017,700
500539,cust500539,Lauren,Lewis,19850224,lauren.lewis@hotmail.com,(918)331-6729,Houston,PA,Small Business,"Apr 11, 2017",490
500721,CUST500721,Rick,Callahan,1946-12-02,rick.callahan@yahoo.com,364.829.8163x05475,Phoenix,OH,Retail,17-10-2024,722
500584,CUST500584,Caitlin,Hayden,20050505,caitlin.hayden@yahoo.com,(219)553-8917x14780,Charlotte,PA,Retail,"Jul 23, 2023",389
500339,CUST500339,Michelle,Clark,1999-09-02,michelle.clark@yahoo.com,+1-798-494-4195x158,Denver,PA,Small Business,13-11-2018,621
500122,CUST500122,Alyssa,Jones,20-03-1967,alyssa.jones@gmail.com,626.667.0009,Boston,IL,Retail,13/08/2020,689
500531,CUST500531,Erin,Wilson,1954-07-07,erin.wilson@yahoo.com,774.473.4588,Houston,IL,Private Banking,04-05-2018,n/a
500445,CUST500445,Gina,Lynch,"Jul 04, 1966",gina.lynch@yahoo.com,881-998-2553x9337,detroit,OH,Small Business,10/26/2016,631
500556,CUST500556,Terri,Pratt,"Apr 08, 1960",terri.pratt@yahoo.com,580-489-3095,Boston,MI,,"Nov 02, 2015",302
500277,CUST500277,Christopher,Williams,08-02-1973,christopher.williams@hotmail.com,970.635.1885,Atlanta,AZ,Small Business,28-05-2016,UNKNOWN
500131,CUST500131,Teresa,Vance,20050521,teresa.vance@yahoo.com,001-874-884-8968,Newark,CA,null,"Nov 28, 2014",747
500274,CUST500274,Laura,Hayes,19691019,laura.hayes@hotmail.com,379-962-0393,Boston,AZ,Private Banking,23/04/2024,573
500564,CUST500564,Derek,HULL,1959-02-21,derek.hull@gmail.com,001-249-916-7846x50379,Miami,MI,rETAIL,29-05-2018,649
500690,CUST500690,Barbara,White,09-06-1936,null,+1-611-942-8824x7887,Boston,CO,Retail,01/06/2019,642
500718,CUST500718,Alexander,Larsen,07/21/1945,alexander.larsen@yahoo.com,633-534-4258x4499,Seattle,CO,Small Business,11/10/2016,308
500353,CUST500353,Sheila,Jackson,30/11/1960,sheila.jackson@gmail.com,UNKNOWN,Atlanta,GA,Small Business,05-11-2015,623
500025,CUST500025,Joseph,Bryant,20/09/1940,joseph.bryant@hotmail.com,581-974-1433,New York,WA,Retail,09/18/2025,306
500103,CUST500103,Kristin,Bowen,24/04/2007,kristin.bowen@gmail.com,+1-567-834-9067x81851,Detroit,GA,Small Business,"Apr 16, 2018",788
500652,CUST500652,Casey,Johnson,1975-06-05,casey.johnson@gmail.com,387.649.0649,Los Angeles,NC,Small Business,21-08-2015,602
500066,CUST500066,Brian,Nicholson,08-10-2000,brian.nicholson@hotmail.com,498.573.2000x806,Atlanta,MA,Private Banking,09/09/2021,695
500001,CUST500001,Sabrina,crawford,"Sep 30, 1947",sabrina.crawford@yahoo.com,(368)446-5632,Columbus,NC,Small Business,2019-05-22,NULL
500580,CUST500580,Cameron,Frost,07/01/1986,cameron.frost@yahoo.com,001-601-850-7958x876,Detroit,AZ,Private Banking,20160707,220
500718,CUST500718,Alexander,Larsen,07/21/1945,alexander.larsen@yahoo.com,633-534-4258x4499,Seattle,CO,Small Business,11/10/2016,308
500077,CUST500077,Michael,Morales,05/29/1964,michael.morales@gmail.com,(205)734-4688x26372,Seattle,FL,Private Banking,20250319,n/a
500736,CUST500736,Stacy,Conrad,"Apr 11, 1971",stacy.conrad@yahoo.com,(740)698-2496,Miami,NY,n/a,05/21/2021,577
500528,CUST500528,Debra,Evans,20/06/1995,debra.evans@gmail.com,653-920-9162,los angeles,WA,Private Banking,29/07/2015,79
500166,CUST500166,Alexander,Peterson,15/08/1946,alexander.peterson@gmail.com,8125996727,New York,CO,Private Banking,2020-07-31,640
500573,cust500573,Steven,Proctor,02/06/1993,n/a,732.930.6999x5493,Columbus,OH,Retail,11-03-2024,373
500693,CUST500693,Heather,Mendoza,18-09-1959,heather.mendoza@yahoo.com,(381)782-5784,Denver,CA,null,11-03-2017,787
500428,CUST500428,Nathan,Cooper,10/27/1946,nathan.cooper@yahoo.com,+1-705-945-8150x5865,Boston,IL,Private Banking,07/07/2024,532
500468,CUST500468,Joseph,Weeks,1988-06-03,joseph.weeks@hotmail.com,414-990-4232x9897,Detroit,IL,Small Business,"Sep 01, 2020",758
500451,CUST500451,Ryan,Anderson,2008-06-01,ryan.anderson@hotmail.com,580-835-6373x4056,Miami,CO,Retail,"Jul 07, 2020",694
500194,CUST500194,Jonathan,  Baker   ,"Aug 01, 1967",jonathan.baker@yahoo.com,832-764-9507,Boston,FL,Retail,20201110,346
500737,cust500737,Curtis,Cook,1954-05-13,curtis.cook@hotmail.com,800.902.6944,Chicago,IL,Private Banking,20180208,145
500159,CUST500159,Timothy,Holland,19570614,timothy.holland@hotmail.com,8337712958,Detroit,FL,Retail,11/09/2018,353
500071,cust500071,Samuel,Hardy,19770328,samuel.hardy@gmail.com,(799)419-2200x1192,Columbus,TX,Private Banking,09/04/2018,651
500638,CUST500638,Zachary,Chandler,03/12/1943,zachary.chandler@hotmail.com,820-675-6279x411,Los Angeles,MA,Retail,"Jul 27, 2019",530
500467,CUST500467,Rhonda,Martinez,19960321,rhonda.martinez@gmail.com,001-379-823-7470,Detroit,AZ,Retail,03-12-2022,363
500298,CUST500298,Derek,Strong,"Oct 25, 2006",derek.strong@yahoo.com,774.658.0588x571,Miami,PA,NULL,"Dec 12, 2021",362
500289,CUST500289,Craig,Bauer,06/09/1979,craig.bauer@yahoo.com,001-262-461-6354x5827,Seattle,AZ,Smalll Business,2015-04-17,426
500266,CUST500266,Charles,Merritt,1977-03-27,charles.merritt@hotmail.com,236-958-4109x735,Miami,AZ,Private Banking,"Oct 06, 2016",243
500695,cust500695,Michael,Walters,11/02/2004,michael.walters@gmail.com,,Seattle,FL,Retail,22/11/2016,
500150,CUST500150,James,Collins,28-07-1945,james.collins@hotmail.com,533.708.7254x2299,Philadelphia,IL,Retail,01/10/2023,315
500328,CUST500328,Jessica,  Martinez   ,"Jul 01, 1961",jessica.martinez@gmail.com,+1-648-628-0669x208,Miami,NJ,Private Banking,2021-04-07,703
500669,CUST500669,Peggy,  Sloan   ,02/11/1959,peggy.sloan@gmail.com,4875041569,Detroit,CO,Small Business,19-11-2014,416
500332,CUST500332,Paula,Allison,11-12-1998,paula.allison@yahoo.com,(752)222-5403,Houston,FL,Private Banking,"Nov 02, 2019",576
500476,CUST500476,Bianca,Allen,11/18/1976,bianca.allen@yahoo.com,+1-467-296-9620x95970,Columbus,NJ,Retail,17/10/2024,760
500533,CUST500533,Adam,Gonzalez,10-06-1960,adam.gonzalez@yahoo.com,526.833.5054x0344,Detroit,NY,Private Banking,18/09/2016,414
500058,cust500058,Paul,Richardson,1972-05-13,paul.richardson@gmail.com,+1-477-737-9727x611,Detroit,MI,Small Business,20160924,647
500495,CUST500495,Laurie,Castaneda,01/27/1940,laurie.castaneda@hotmail.com,(685)835-0552,Newark,FL,Private Banking,2020-09-21,792
500363,CUST500363,Mary,Williams,10/13/1989,mary.williams@hotmail.com,(449)801-1619x39474,Charlotte,IL,Small Business,10/07/2015,752
500579,CUST500579,Bryce,Jones,17-09-1958,bryce.jones@hotmail.com,(740)769-7120,Detroit,MA,Small Business,25-12-2023,821
500263,CUST500263,Eric,Cain,19791121,eric.cain@hotmail.com,001-462-743-8146x228,Miami,OH,Retail,06/04/2020,561
500315,CUST500315,Alejandro,Tran,08/16/1950,alejandro.tran@gmail.com,001-231-841-3904x06145,Columbus,NULL,Retail,20200825,249
500406,CUST500406,Kim,Curry,1979-06-18,kim.curry@gmail.com,238-655-1618,Chicago,CA,Retaiil,18/10/2015,835
500252,CUST500252,Michael,Thomas,04/11/1943,michael.thomas@hotmail.com,001-947-721-4466x271,Miami,FL,Private Banking,26-06-2020,506
500623,CUST500623,Annette,Chavez,19901104,annette.chavez@hotmail.com,917.856.0248x68272,Atlanta,CO,Retail,23-07-2023,797
500197,cust500197,William,Summers,19840717,william.summers@yahoo.com,+1-504-385-6711,Los Angeles,NY,Small Business,05/06/2023,533
500631,CUST500631,Chad,Hall,19811201,chad.hall@yahoo.com,001-459-922-6934x3320,Los Angeles,TX,Private Banking,20190529,803
500244,CUST500244,Charles,Johnson,"Dec 05, 1982",charles.johnson@hotmail.com,+1-599-281-0894x760,Seattle,NJ,Retail,20150816,755
500515,CUST500515,Troy,Brown,unknown,troy.brown@gmail.com,(735)313-3590,Newark,MA,Retail,17/07/2022,175
500381,CUST500381,Julie,Robbins,09/02/2007,julie.robbins@hotmail.com,001-921-437-8652,Columbus,MA,Private Banking,"Oct 10, 2023",746
500187,CUST500187,Amber,   Reyes   ,1946-08-23,amber.reyes@yahoo.com,(503)398-4963,New York,NY,Small Business,09/02/2023,782
500249,CUST500249,Aaron,Wise,19530112,aaron.wise@gmail.com,+1-321-905-6551,Detroit,IL,,08-09-2018,627
500634,CUST500634,Michelle,Richardson,"Feb 24, 1957",michelle.richardson@yahoo.com,(883)721-6463x3032,Miami,PA,Private Banking,27-09-2025,705
500163,CUST500163,Bobby,Miles,05/13/2005,bobby.miles@gmail.com,001-226-619-3915x255,Charlotte,MI,Small Business,"Jan 30, 2020",725
500399,CUST500399,Kelly,Barker,19450807,kelly.barker@hotmail.com,+1-334-687-9234x650,PHOENIX,PA,Small Business,"Aug 21, 2023",394
500049,CUST500049,Scott,Lopez,19521017,scott.lopez@hotmail.com,351.964.3883,Charlotte,GA,Small Business,2017-12-15,768
500104,CUST500104,Bethany,Prince,20/03/2000,bethany.prince@yahoo.com,493.533.3124x59956,Detroit,WA,Private Banking,"Oct 27, 2020",609
500563,CUST500563,Joseph,Fields,19950421,joseph.fields@gmail.com,001-575-901-3522,Charlotte,NJ,Retail,2018-01-26,NULL
500251,CUST500251,John,Scott,19370815,john.scott@gmail.com,+1-249-392-1916x4111,Newark,FL,Small Business,20221102,747
500743,CUST500743,Austin,Bell,19/12/1978,austin.bell@gmail.com,935.780.0963x34219,Miami,MA,NULL,10/26/2020,651
500199,CUST500199,Lisa,Wiggins,"Mar 24, 1946",lisa.wiggins@hotmail.com,6286484156,Atlanta,NC,Private Banking,2018-08-03,237
500119,CUST500119,Curtis,Kane,14-12-1987,curtis.kane@gmail.com,579.584.1116x289,Boston,TX,n/a,21-02-2015,491
500705,CUST500705,Robert,Long,1985-12-04,robert.long@yahoo.com,500-882-5900,Los Angeles,MI,Private Banking,2019-09-27,384
500501,CUST500501,Martha,Moore,24-10-1991,martha.moore@gmail.com,383.962.8430x3320,Columbus,TX,Small Business,12-04-2015,614
500171,CUST500171,Brenda,Thomas,1988-02-26,brenda.thomas@hotmail.com,+1-751-939-1924,Charlotte,NY,Retail,10/08/2017,562
500653,CUST500653,Dominic,Hughes,28/06/2001,dominic.hughes@hotmail.com,314.560.6465x375,Los Angeles,MI,RETAIL,2018-12-12,583
500670,CUST500670,David,Mcdowell,06-05-1975,david.mcdowell@yahoo.com,(531)991-5162x137,Philadelphia,TX,Small Business,22/11/2023,770
500464,CUST500464,Mark,Anderson,16/10/1976,mark.anderson@hotmail.com,3996350289,Columbus,unknown,Private Banking,24/07/2021,n/a
500271,CUST500271,Christopher,Wright,04/10/1948,unknown,700.311.1327,pHOENIX,GA,Small Business,09/06/2016,389
500162,CUST500162,Steve,Parks,"May 04, 1975",steve.parks@gmail.com,null,Atlanta,FL,Small Business,02/19/2026,825
500035,CUST500035,Karen,Jimenez,11/07/1977,karen.jimenez@hotmail.com,883.914.3667x64020,New York,OH,Private Banking,2018-11-23,327
500217,CUST500217,Tanya,Cobb,19531231,tanya.cobb@gmail.com,839.878.3790,Chicago,PA,  Private Banking   ,20240804,405
500462,CUST500462,Frank,Flowers,30-05-1957,frank.flowers@gmail.com,NULL,Newark,PA,Private Banking,06/07/2020,443
500224,CUST500224,Glenn,Lawrence,04/20/2007,glenn.lawrence@gmail.com,980-268-6167x5452,chicago,NJ,Small Business,2022-01-28,610
500107,CUST500107,Brent,Grant,03/01/1999,brent.grant@gmail.com,+1-961-414-5931x862,Detroit,-,Small Business,"Jan 24, 2020",315
500430,CUST500430,Samantha,Garcia,19450924,samantha.garcia@hotmail.com,+1-803-903-0326x822,Denver,GA,Private Banking,08/13/2022,383
500604,CUST500604,Jennifer,Walter,"Dec 12, 1941",jennifer.walter@yahoo.com,521.261.3036,Seattle,NJ,Retail,10/29/2014,376
500526,CUST500526,   Stephen   ,Medina,20/07/1978,stephen.medina@yahoo.com,642-918-0325x0854,Newark,OH,Retail,2025-03-18,271
500523,CUST500523,Michelle,ballard,14/08/1967,michelle.ballard@gmail.com,671.408.0172,Columbus,CO,Retail,18-09-2016,454
500053,CUST500053,Denise,Sanders,05/26/1955,denise.sanders@hotmail.com,560-249-5660x5366,Boston,PA,Private Banking,2026-05-18,73
